Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_022_20240128_081932.jpg?v=1706845638,10,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_023_20240128_081932.jpg?v=1706845638,11,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_024_20240128_081932.jpg?v=1706845638,12,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_025_20240128_081932.jpg?v=1706845638,13,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_026_20240128_081932.jpg?v=1706845638,14,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_033_20240128_081933.jpg?v=1706845638,15,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_034_20240128_081933.jpg?v=1706845638,16,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_035_20240128_081933.jpg?v=1706845638,17,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_027_20240128_081932.jpg?v=1706845638,18,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_028_20240128_081932.jpg?v=1706845638,19,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_029_20240128_081932.jpg?v=1706845638,20,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_039_20240128_081933.jpg?v=1706845241,21,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_040_20240128_081933.jpg?v=1706845246,22,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/PhotoRoom_041_20240128_081933.jpg?v=1706845243,23,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,sergi-scented-oil-burner-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/ScreenShot2024-03-08at8.00.10AM.png?v=1709902826,24,Sergi Scented Oil Burner | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
